name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,fuel_CNG,fuel_Diesel,fuel_Electric,fuel_LPG,fuel_Petrol,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Automatic,transmission_Manual,owner_First Owner,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner
Datsun RediGO AMT 1.0 S,2018,300000,25000,Petrol,Individual,Automatic,First Owner,,,,,,,,,,,,,,,
Datsun GO T Petrol,2015,310000,32686,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,
Chevrolet Spark 1.0 LT,2012,125000,28000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,
Tata Bolt Revotron XM,2015,375000,30000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,
Hyundai EON Magna Plus,2018,360000,6000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,
Maruti Alto LXi,2011,150000,40000,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,
Maruti Alto 800 LXI,2018,285000,14000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,
Maruti Wagon R VXI BS IV,2015,365000,23600,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,
Hyundai EON Era Plus,2014,225000,30000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,
Hyundai i10 Sportz,2011,225000,30000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,
Maruti Wagon R VXI BS IV,2015,390000,32260,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,
Hyundai EON Era Plus,2018,350000,15000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,
Maruti Alto 800 LXI,2018,300000,17000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,
Chevrolet Sail 1.2 Base,2015,260000,35000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,
Hyundai EON Magna Plus,2018,360000,6000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,
Maruti Alto LXi,2011,150000,40000,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,
Maruti Wagon R VXI BSIII,2012,229999,40000,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,
Hyundai EON Magna Plus,2018,300000,20000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,
Maruti Alto 800 LXI Optional,2019,335000,28000,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,
Maruti Esteem Lxi - BSIII,2005,80000,24000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,
Maruti Alto LXi,2011,225000,37091,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,
Maruti Alto K10 VXI,2018,320000,38900,Petrol,Individual,Manual,Third Owner,,,,,,,,,,,,,,,
Renault KWID RXT,2017,220000,20000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,
Hyundai EON Era Plus,2018,350000,20000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,
Hyundai i10 Magna,2011,250000,28000,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,
Maruti Wagon R VXI Minor,2012,229999,25000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,
Ford Figo Petrol ZXI,2012,130000,30000,Petrol,Individual,Manual,Third Owner,,,,,,,,,,,,,,,
Hyundai i10 Sportz 1.1L,2014,300000,37555,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,
Maruti Alto 800 VXI,2019,300000,5000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,
Mahindra Verito Vibe 1.5 dCi D6,2015,280000,40000,Diesel,Individual,Manual,First Owner,,,,,,,,,,,,,,,
Maruti Eeco 5 Seater AC BSIV,2017,260000,30000,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,
Maruti Alto 800 LXI,2018,285000,30000,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,
Hyundai i10 Magna,2012,240000,40000,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,
Hyundai EON Magna Plus,2015,245000,32000,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,
Hyundai EON Era Plus,2015,250000,25000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,
Maruti SX4 Zxi BSIII,2008,350000,10000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,
Maruti Wagon R LXI Minor,2009,180000,30000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,
Tata Nano Cx BSIII,2014,45000,7000,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,
Renault KWID RXT Optional,2016,300000,30000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,
Renault KWID RXT,2015,275000,14365,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,
Maruti Ritz VXi,2015,320000,40000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,
Maruti Alto LXi,2011,200000,40000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,
Nissan Micra Active XV S,2013,164000,30000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,
Maruti Alto LXI,2005,56000,23000,Petrol,Individual,Manual,Second Owner,,,,,,,,,,,,,,,
Hyundai Verna 1.6 VTVT,2010,190000,38000,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,
Maruti Ritz VDi,2011,150000,40000,Diesel,Individual,Manual,Second Owner,,,,,,,,,,,,,,,
Maruti Alto 800 LXI,2018,200000,35000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,
Datsun GO Plus T,2017,350000,10171,Petrol,Dealer,Manual,First Owner,,,,,,,,,,,,,,,
Maruti Alto 800 Base,2015,155000,40000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,
Renault KWID RXT,2016,225000,40000,Petrol,Individual,Manual,First Owner,,,,,,,,,,,,,,,
